899.849426	2698.348389
901.452087	2731.355713
903.054688	2708.663086
904.657227	2743.733398
906.259705	2722.072266
907.862122	2764.363037
909.464478	2747.859375
911.066772	2770.551758
912.669006	2770.551758
914.271240	2798.401855
915.873352	2782.929688
917.475403	2867.510742
919.077454	2863.385010
920.679382	2947.966064
922.281311	2941.777344
923.883118	2978.910400
925.484863	3018.106689
927.086609	3041.830811
928.688232	3054.208496
930.289795	3098.562012
931.891357	3094.436035
933.492798	3135.695313
935.094177	3137.758301
936.695496	3182.111816
938.296753	3180.048828
939.897949	3216.150635
941.499084	3220.276611
943.100159	3238.843262
944.701172	3224.402344
946.302124	3224.402344
947.903015	3249.157959
949.503784	3242.968994
951.104553	3226.465332
952.705200	3251.220947
954.305847	3209.961670
955.906372	3230.591309
957.506836	3216.150635
959.107239	3231.622803
960.707581	3203.772949
962.307800	3193.458008
963.908020	3167.671143
965.508118	3186.237793
967.108215	3142.915527
968.708191	3146.010010
970.308105	3121.254639
971.907898	3121.254639
973.507690	3084.121338
975.107422	3116.097168
976.707031	3062.460205
978.306580	3111.971191
979.906067	3036.673340
981.505432	3073.806641
983.104797	3032.547363
984.704041	3067.617676
986.303223	3046.988037
987.902344	3061.428711
989.501343	3028.421387
991.100342	3041.830811
992.699219	3019.138184
994.298035	3044.925049
995.896729	3007.791992
997.495422	3018.106689
999.093994	3005.729004
1000.692505	3021.201172
1002.290894	3005.729004
1003.889221	3036.673340
1005.487488	2986.130859
1007.085693	3026.358643
1008.683777	2986.130859
1010.281799	3008.823486
1011.879761	3000.571533
1013.477661	3001.603027
1015.075439	2996.445557
1016.673157	2989.225342
1018.270752	2973.753174
1019.868286	3001.603027
1021.465759	2993.351318
1023.063171	3018.106689
1024.660400	2983.036377
1026.257690	2995.414063
1027.854736	2983.036377
1029.451904	2987.162354
1031.048828	2989.225342
1032.645630	3007.791992
1034.242432	2996.445557
1035.839233	3002.634521
1037.435791	2996.445557
1039.032349	3005.729004
1040.628784	3011.917725
1042.225220	3004.697510
1043.821411	3007.791992
1045.417725	3029.452881
1047.013794	3019.138184
1048.609741	3036.673340
1050.205688	3016.043701
1051.801514	3074.838135
1053.397339	3049.051025
1054.993042	3081.026855
1056.588623	3078.963867
1058.184082	3101.656494
1059.779419	3098.562012
1061.374756	3131.569336
1062.969971	3109.908203
1064.565063	3150.135986
1066.160156	3169.734131
1067.755127	3176.954346
1069.349976	3194.489502
1070.944702	3238.843262
1072.539307	3216.150635
1074.133911	3259.472656
1075.728394	3282.165283
1077.322754	3313.109619
1078.917114	3288.354248
1080.511230	3327.550293
1082.105347	3368.809570
1083.699341	3402.848389
1085.293335	3451.327881
1086.887085	3482.272217
1088.480835	3488.460938
1090.074463	3511.153564
1091.667969	3537.971924
1093.261475	3570.979248
1094.854736	3623.584717
1096.447998	3664.843750
1098.041138	3711.260498
1099.634155	3725.701172
1101.227173	3744.267822
1102.819946	3779.337891
1104.412720	3872.171143
1106.005371	3919.619141
1107.597900	3974.287598
1109.190308	4024.829834
1110.782715	4040.302002
1112.374878	4072.278076
1113.967041	4058.868652
1115.559082	4146.544434
1117.151001	4262.069824
1118.742798	4282.699707
1120.334595	4301.266113
1121.926147	4336.336426
1123.517700	4343.556641
1125.109131	4382.752930
1126.700439	4448.767578
1128.291626	4537.475098
1129.882813	4570.481934
1131.473755	4565.324707
1133.064697	4551.915527
1134.655396	4528.191406
1136.246094	4629.276367
1137.836670	4564.293457
1139.427124	4681.881836
1141.017578	4668.472656
1142.607788	4630.308105
1144.197876	4610.709961
1145.787964	4678.787598
1147.377930	4637.528320
1148.967651	4634.434082
1150.557373	4636.496582
1152.146973	4552.947266
1153.736572	4534.380371
1155.325928	4550.884277
1156.915161	4488.995117
1158.504272	4526.128418
1160.093384	4404.414063
1161.682251	4408.540039
1163.271118	4362.123535
1164.859863	4375.532715
1166.448486	4340.462402
1168.036865	4298.171875
1169.625244	4303.329102
1171.213501	4248.660645
1172.801636	4214.622070
1174.389771	4169.236816
1175.977661	4099.096191
1177.565430	4072.278076
1179.153076	4090.844482
1180.740723	4064.026123
1182.328125	4088.781738
1183.915527	4124.883301
1185.502686	4058.868652
1187.089844	4049.585449
1188.676758	3944.374512
1190.263672	3956.752441
1191.850342	3914.461670
1193.437012	3901.052490
1195.023560	3919.619141
1196.609985	3936.122803
1198.196167	3924.776611
1199.782349	3981.507813
1201.368408	3890.737793
1202.954346	3864.950684
1204.540039	3789.652832
1206.125732	3758.708496
1207.711304	3775.212158
1209.296753	3737.047363
1210.882080	3729.826904
1212.467285	3764.897217
1214.052246	3690.630859
1215.637207	3690.630859
1217.222046	3671.032715
1218.806763	3692.693848
1220.391235	3696.819824
1221.975708	3717.449219
1223.560059	3676.190186
1225.144287	3700.945557
1226.728271	3723.638184
1228.312256	3734.984375
1229.895996	3710.229004
1231.479736	3731.889893
1233.063354	3636.993896
1234.646729	3661.749512
1236.229980	3691.662354
1237.813232	3710.229004
1239.396240	3696.819824
1240.979126	3667.938232
1242.562012	3655.560547
1244.144653	3685.473389
1245.727173	3641.119873
1247.309570	3634.930908
1248.891846	3634.930908
1250.473999	3657.623535
1252.055908	3624.616211
1253.637817	3646.277344
1255.219604	3629.773682
1256.801147	3631.836426
1258.382690	3622.553223
1259.963989	3643.182861
1261.545288	3655.560547
1263.126343	3657.623535
1264.707275	3595.734863
1266.288086	3625.647705
1267.868774	3680.316162
1269.449341	3688.567871
1271.029663	3717.449219
1272.609985	3661.749512
1274.190186	3649.371582
1275.770142	3712.291992
1277.349976	3653.497559
1278.929688	3639.056885
1280.509277	3628.742188
1282.088745	3667.938232
1283.668091	3705.071533
1285.247314	3719.512207
1286.826294	3752.519531
1288.405151	3705.071533
1289.984009	3709.197510
1291.562622	3695.788330
1293.141113	3704.040039
1294.719360	3708.166016
1296.297607	3688.567871
1297.875732	3733.952881
1299.453613	3739.110352
1301.031372	3782.432373
1302.609009	3796.873047
1304.186523	3777.275146
1305.763794	3787.589844
1307.341064	3786.558350
1308.918091	3785.526855
1310.494995	3727.764160
1312.071777	3737.047363
1313.648438	3766.960205
1315.224976	3750.456543
1316.801270	3810.282471
1318.377441	3826.786133
1319.953491	3775.212158
1321.529419	3799.967529
1323.105225	3811.313721
1324.680786	3844.321045
1326.256226	3793.778809
1327.831543	3783.463867
1329.406738	3785.526855
1330.981812	3812.345215
1332.556641	3826.786133
1334.131348	3828.848877
1335.705933	3848.447021
1337.280396	3900.020996
1338.854614	3936.122803
1340.428833	3944.374512
1342.002808	3969.130127
1343.576660	3849.478516
1345.150269	3895.895020
1346.723755	3867.013672
1348.297119	3923.745117
1349.870361	3945.406006
1351.443481	4064.026123
1353.016357	4031.018799
1354.589111	3989.759766
1356.161743	3883.517334
1357.734253	3920.650635
1359.306519	3981.507813
1360.878662	3940.248779
1362.450684	3960.878174
1364.022461	3931.996826
1365.594116	3943.343018
1367.165649	3976.350342
1368.737061	3963.972656
1370.308228	3999.042969
1371.879272	4088.781738
1373.450195	4168.205566
1375.020996	4118.694336
1376.591553	4124.883301
1378.161987	4115.600098
1379.732178	4101.159180
1381.302368	4066.089111
1382.872314	4157.890625
1384.442017	4150.670410
1386.011719	4212.559082
1387.581177	4111.474121
1389.150513	4189.866699
1390.719604	4216.685059
1392.288574	4255.881348
1393.857422	4208.433105
1395.426147	4209.464844
1396.994629	4150.670410
1398.562866	4144.481445
1400.131104	4027.924316
1401.699097	4149.638672
1403.266968	4271.353516
1404.834595	4205.338867
1406.402100	4224.937012
1407.969482	4284.762695
1409.536743	4237.314453
1411.103760	4350.777344
1412.670532	4253.818359
1414.237305	4148.607422
1415.803833	4209.464844
